question_id,poll_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,seat_number,seat_name,start_date,end_date,election_date,sponsor_candidate,internal,partisan,tracking,nationwide_batch,ranked_choice_reallocated,created_at,notes,url,stage,race_id,answer,candidate_id,candidate_name,candidate_party,pct,,
142514,74843,2021,New Mexico,998,RRH Elections,1636,Elections Daily,RRH Elections,274,RRH Elections,B/C,555,lv,lv,IVR/Online,U.S. House,1,District 1,5/18/21,5/21/21,06-01-2021,,FALSE,,,FALSE,FALSE,5/24/21 11:05,,https://rrhelections.com/index.php/2021/05/24/rrh-elections-nm-1-congressional-poll-stansbury-d-leads-moores-r-49-33/,general,9440,Dunn,20706,Aubrey Dunn,IND,5,,
142514,74843,2021,New Mexico,998,RRH Elections,1636,Elections Daily,RRH Elections,274,RRH Elections,B/C,555,lv,lv,IVR/Online,U.S. House,1,District 1,5/18/21,5/21/21,06-01-2021,,FALSE,,,FALSE,FALSE,5/24/21 11:05,,https://rrhelections.com/index.php/2021/05/24/rrh-elections-nm-1-congressional-poll-stansbury-d-leads-moores-r-49-33/,general,9440,Manning,20707,Christopher Manning,LIB,3,,
144639,75827,2022,New Jersey,1672,Victory Insights,,,Victory Insights,673,Victory Insights,,600,lv,lv,IVR,U.S. House,11,District 11,5/18/21,5/19/21,11-08-2022,,FALSE,,,FALSE,FALSE,09-01-2021 21:30,,https://victory-insights.com/files/NJ11_Research_Booklet_05-2021.pdf,general,9249,Sherrill,28595,Mikie Sherrill,DEM,51,,
144639,75827,2022,New Jersey,1672,Victory Insights,,,Victory Insights,673,Victory Insights,,600,lv,lv,IVR,U.S. House,11,District 11,5/18/21,5/19/21,11-08-2022,,FALSE,,,FALSE,FALSE,09-01-2021 21:30,,https://victory-insights.com/files/NJ11_Research_Booklet_05-2021.pdf,general,9249,Becchi,28596,Rosemary Becchi,REP,49,,
144640,75827,2022,New Jersey,1672,Victory Insights,,,Victory Insights,673,Victory Insights,,600,lv,lv,IVR,U.S. House,11,District 11,5/18/21,5/19/21,11-08-2022,,FALSE,,,FALSE,FALSE,09-01-2021 21:30,,https://victory-insights.com/files/NJ11_Research_Booklet_05-2021.pdf,general,9249,Sherrill,28595,Mikie Sherrill,DEM,51.34,,
144640,75827,2022,New Jersey,1672,Victory Insights,,,Victory Insights,673,Victory Insights,,600,lv,lv,IVR,U.S. House,11,District 11,5/18/21,5/19/21,11-08-2022,,FALSE,,,FALSE,FALSE,09-01-2021 21:30,,https://victory-insights.com/files/NJ11_Research_Booklet_05-2021.pdf,general,9249,Brotschol,28597,Hillery Brotschol,REP,48.66,,
140665,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:25,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Sanchez,19155,Jana Lynne Sanchez,DEM,16,,
140665,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:25,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Wright,19156,Susan Wright,REP,15,,
140665,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:25,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Ellzey,19157,Jake K. Ellzey,REP,14,,
140665,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:25,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Bean,19158,Lydia Bean,DEM,5,,
140665,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:25,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Harrison,19169,Brian Harrison,REP,12,,
140665,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:25,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Lassiter,19159,Shawn Lassiter,DEM,3,,
140665,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:25,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Castro,19220,John Anthony Castro,REP,3,,
140665,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:25,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Rodimer,19170,Daniel Stephen Rodimer,REP,2,,
140665,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:25,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Mizher,19160,Adrian Mizher,IND,1,,
140665,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:25,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Allison,19221,Tammy Allison,DEM,1,,
140665,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:25,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Wood,19222,Michael Wood,REP,1,,
140665,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:25,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Stephenson,19223,Brian K. Stephenson,DEM,1,,
140665,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:25,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Egan,19224,Mike Egan,REP,1,,
140665,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:25,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Suprun,19225,Christopher Suprun,DEM,1,,
140665,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:25,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Moses,19161,Patrick Moses,DEM,0,,
140665,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:25,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Kim,19162,Sery Kim,REP,0,,
140665,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:25,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Gray,19226,Phil Gray,LIB,0,,
140665,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:25,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Salazar,19227,Manuel Richard Salazar,DEM,0,,
140665,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:25,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Garcia Sharon,19228,Jenny Garcia Sharon,REP,0,,
140665,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:25,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Ballantine,19229,Michael Ballantine,REP,0,,
140665,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:25,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Eddings,19230,Daryl J. Eddings,DEM,0,,
140665,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:25,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Hinterlong,19231,Matt Hinterlong,DEM,0,,
140665,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:25,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Rodermund,19232,Travis Rodermund,REP,0,,
140666,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:38,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Sanchez,19155,Jana Lynne Sanchez,DEM,20,,
140666,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:38,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Wright,19156,Susan Wright,REP,17,,
140666,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:38,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Ellzey,19157,Jake K. Ellzey,REP,16,,
140666,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:38,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Bean,19158,Lydia Bean,DEM,7,,
140666,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:38,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Lassiter,19159,Shawn Lassiter,DEM,5,,
140666,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:38,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Harrison,19169,Brian Harrison,REP,12,,
140666,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:38,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Moses,19161,Patrick Moses,DEM,3,,
140666,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:38,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Rodimer,19170,Daniel Stephen Rodimer,REP,2,,
140746,74698,2021,Texas,1515,Data for Progress,"1,63,01,631",Boot Texas Republicans | Way to Lead PAC,Data for Progress,522,Data for Progress,B,344,lv,lv,Online/Text,U.S. House,6,District 6,04-05-2021,04-12-2021,05-01-2021,,FALSE,DEM,,FALSE,FALSE,4/23/21 13:32,,https://www.dataforprogress.org/blog/tx-06-special-election,jungle primary,9439,Sanchez,19155,Jana Lynne Sanchez,DEM,16,,
140746,74698,2021,Texas,1515,Data for Progress,"1,63,01,631",Boot Texas Republicans | Way to Lead PAC,Data for Progress,522,Data for Progress,B,344,lv,lv,Online/Text,U.S. House,6,District 6,04-05-2021,04-12-2021,05-01-2021,,FALSE,DEM,,FALSE,FALSE,4/23/21 13:32,,https://www.dataforprogress.org/blog/tx-06-special-election,jungle primary,9439,Wright,19156,Susan Wright,REP,22,,
140746,74698,2021,Texas,1515,Data for Progress,"1,63,01,631",Boot Texas Republicans | Way to Lead PAC,Data for Progress,522,Data for Progress,B,344,lv,lv,Online/Text,U.S. House,6,District 6,04-05-2021,04-12-2021,05-01-2021,,FALSE,DEM,,FALSE,FALSE,4/23/21 13:32,,https://www.dataforprogress.org/blog/tx-06-special-election,jungle primary,9439,Ellzey,19157,Jake K. Ellzey,REP,13,,
140746,74698,2021,Texas,1515,Data for Progress,"1,63,01,631",Boot Texas Republicans | Way to Lead PAC,Data for Progress,522,Data for Progress,B,344,lv,lv,Online/Text,U.S. House,6,District 6,04-05-2021,04-12-2021,05-01-2021,,FALSE,DEM,,FALSE,FALSE,4/23/21 13:32,,https://www.dataforprogress.org/blog/tx-06-special-election,jungle primary,9439,Harrison,19169,Brian Harrison,REP,10,,
140746,74698,2021,Texas,1515,Data for Progress,"1,63,01,631",Boot Texas Republicans | Way to Lead PAC,Data for Progress,522,Data for Progress,B,344,lv,lv,Online/Text,U.S. House,6,District 6,04-05-2021,04-12-2021,05-01-2021,,FALSE,DEM,,FALSE,FALSE,4/23/21 13:32,,https://www.dataforprogress.org/blog/tx-06-special-election,jungle primary,9439,Bean,19158,Lydia Bean,DEM,9,,
140746,74698,2021,Texas,1515,Data for Progress,"1,63,01,631",Boot Texas Republicans | Way to Lead PAC,Data for Progress,522,Data for Progress,B,344,lv,lv,Online/Text,U.S. House,6,District 6,04-05-2021,04-12-2021,05-01-2021,,FALSE,DEM,,FALSE,FALSE,4/23/21 13:32,,https://www.dataforprogress.org/blog/tx-06-special-election,jungle primary,9439,Lassiter,19159,Shawn Lassiter,DEM,10,,
140746,74698,2021,Texas,1515,Data for Progress,"1,63,01,631",Boot Texas Republicans | Way to Lead PAC,Data for Progress,522,Data for Progress,B,344,lv,lv,Online/Text,U.S. House,6,District 6,04-05-2021,04-12-2021,05-01-2021,,FALSE,DEM,,FALSE,FALSE,4/23/21 13:32,,https://www.dataforprogress.org/blog/tx-06-special-election,jungle primary,9439,Mizher,19160,Adrian Mizher,IND,2,,
140747,74698,2021,Texas,1515,Data for Progress,"1,63,01,631",Boot Texas Republicans | Way to Lead PAC,Data for Progress,522,Data for Progress,B,344,lv,lv,Online/Text,U.S. House,6,District 6,04-05-2021,04-12-2021,7/27/21,,FALSE,DEM,,FALSE,FALSE,4/23/21 13:32,,https://www.dataforprogress.org/blog/tx-06-special-election,runoff,9442,Sanchez,19155,Jana Lynne Sanchez,DEM,43,,
140747,74698,2021,Texas,1515,Data for Progress,"1,63,01,631",Boot Texas Republicans | Way to Lead PAC,Data for Progress,522,Data for Progress,B,344,lv,lv,Online/Text,U.S. House,6,District 6,04-05-2021,04-12-2021,7/27/21,,FALSE,DEM,,FALSE,FALSE,4/23/21 13:32,,https://www.dataforprogress.org/blog/tx-06-special-election,runoff,9442,Wright,19156,Susan Wright,REP,53,,
140311,74547,2021,Texas,178,Global Strategy Group,,,Global Strategy Group,118,Global Strategy Group,B/C,500,lv,lv,Live Phone,U.S. House,6,District 6,03-11-2021,3/16/21,05-01-2021,Lydia Bean,TRUE,DEM,,FALSE,FALSE,3/23/21 09:28,,https://twitter.com/JacobRubashkin/status/1374047108991451145?s=20,jungle primary,9439,Sanchez,19155,Jana Lynne Sanchez,DEM,9,,
140311,74547,2021,Texas,178,Global Strategy Group,,,Global Strategy Group,118,Global Strategy Group,B/C,500,lv,lv,Live Phone,U.S. House,6,District 6,03-11-2021,3/16/21,05-01-2021,Lydia Bean,TRUE,DEM,,FALSE,FALSE,3/23/21 09:28,,https://twitter.com/JacobRubashkin/status/1374047108991451145?s=20,jungle primary,9439,Wright,19156,Susan Wright,REP,18,,
140311,74547,2021,Texas,178,Global Strategy Group,,,Global Strategy Group,118,Global Strategy Group,B/C,500,lv,lv,Live Phone,U.S. House,6,District 6,03-11-2021,3/16/21,05-01-2021,Lydia Bean,TRUE,DEM,,FALSE,FALSE,3/23/21 09:28,,https://twitter.com/JacobRubashkin/status/1374047108991451145?s=20,jungle primary,9439,Ellzey,19157,Jake K. Ellzey,REP,8,,
140311,74547,2021,Texas,178,Global Strategy Group,,,Global Strategy Group,118,Global Strategy Group,B/C,500,lv,lv,Live Phone,U.S. House,6,District 6,03-11-2021,3/16/21,05-01-2021,Lydia Bean,TRUE,DEM,,FALSE,FALSE,3/23/21 09:28,,https://twitter.com/JacobRubashkin/status/1374047108991451145?s=20,jungle primary,9439,Bean,19158,Lydia Bean,DEM,6,,
140311,74547,2021,Texas,178,Global Strategy Group,,,Global Strategy Group,118,Global Strategy Group,B/C,500,lv,lv,Live Phone,U.S. House,6,District 6,03-11-2021,3/16/21,05-01-2021,Lydia Bean,TRUE,DEM,,FALSE,FALSE,3/23/21 09:28,,https://twitter.com/JacobRubashkin/status/1374047108991451145?s=20,jungle primary,9439,Lassiter,19159,Shawn Lassiter,DEM,4,,
140311,74547,2021,Texas,178,Global Strategy Group,,,Global Strategy Group,118,Global Strategy Group,B/C,500,lv,lv,Live Phone,U.S. House,6,District 6,03-11-2021,3/16/21,05-01-2021,Lydia Bean,TRUE,DEM,,FALSE,FALSE,3/23/21 09:28,,https://twitter.com/JacobRubashkin/status/1374047108991451145?s=20,jungle primary,9439,Harrison,19169,Brian Harrison,REP,6,,
140311,74547,2021,Texas,178,Global Strategy Group,,,Global Strategy Group,118,Global Strategy Group,B/C,500,lv,lv,Live Phone,U.S. House,6,District 6,03-11-2021,3/16/21,05-01-2021,Lydia Bean,TRUE,DEM,,FALSE,FALSE,3/23/21 09:28,,https://twitter.com/JacobRubashkin/status/1374047108991451145?s=20,jungle primary,9439,Rodimer,19170,Daniel Stephen Rodimer,REP,1,,
140311,74547,2021,Texas,178,Global Strategy Group,,,Global Strategy Group,118,Global Strategy Group,B/C,500,lv,lv,Live Phone,U.S. House,6,District 6,03-11-2021,3/16/21,05-01-2021,Lydia Bean,TRUE,DEM,,FALSE,FALSE,3/23/21 09:28,,https://twitter.com/JacobRubashkin/status/1374047108991451145?s=20,jungle primary,9439,Moses,19161,Patrick Moses,DEM,2,,
140278,74529,2021,Texas,1380,Victoria Research & Consulting,,,Victoria Research & Consulting,369,Victoria Research & Consulting,B/C,450,lv,lv,Live Phone/Online,U.S. House,6,District 6,03-09-2021,03-12-2021,05-01-2021,Jana Lynne Sanchez,TRUE,DEM,,FALSE,FALSE,3/19/21 11:39,,https://www.insideelections.com/news/article/new-poll-in-texas-special-election-tx-06,jungle primary,9439,Sanchez,19155,Jana Lynne Sanchez,DEM,17,,
